ReviewID,EmployeeID,ReviewYear,ReviewDate,PerformanceRating,PerformanceScore,GoalAchievementPct,ManagerFeedback,SalaryIncreaseRecommended_Pct,PromotionRecommended,Department,Region,JobGrade,ReviewerID,SourceSystem,LoadDate
PERF-EMP-03356-2022,EMP-03356,2022,2022-12-15,Exceptional,5,80.8,Development needed in technical skills.,0.042,Yes,Data & Analytics,Europe,G2,EMP-02611,Workday,2024-12-31
PERF-EMP-03356-2023,EMP-03356,2023,2023-12-15,Meets Expectations,3,77.9,"Exceptional year, exceeded all targets.",0.013,Yes,Data & Analytics,Europe,G2,EMP-02611,Workday,2024-12-31
PERF-EMP-03356-2024,EMP-03356,2024,2024-12-15,Needs Improvement,2,110.0,Meets expectations across all KPIs.,0.023,No,Data & Analytics,Europe,G2,EMP-02611,Workday,2024-12-31
PERF-EMP-02443-2022,EMP-02443,2022,2022-12-15,Meets Expectations,3,81.2,Needs to improve stakeholder communication.,0.106,Yes,Credit Risk,Europe,G2,EMP-00264,Workday,2024-12-31
PERF-EMP-02443-2024,EMP-02443,2024,2024-12-15,Exceeds Expectations,4,94.2,Meets expectations across all KPIs.,0.039,Yes,Credit Risk,Europe,G2,EMP-00264,Workday,2024-12-31
PERF-EMP-07486-2023,EMP-07486,2023,2023-12-15,Unsatisfactory,1,73.9,Meets expectations across all KPIs.,0.064,No,Treasury,Europe,G3,EMP-04565,Workday,2024-12-31
PERF-EMP-07486-2024,EMP-07486,2024,2024-12-15,Unsatisfactory,1,87.6,Meets expectations across all KPIs.,0.031,No,Treasury,Europe,G3,EMP-04565,Workday,2024-12-31
PERF-EMP-04827-2022,EMP-04827,2022,2022-12-15,Meets Expectations,3,96.4,Meets expectations across all KPIs.,0.078,No,Risk & Compliance,North America,G3,EMP-04160,Workday,2024-12-31
PERF-EMP-04827-2023,EMP-04827,2023,2023-12-15,Exceptional,5,118.2,Meets expectations across all KPIs.,0.094,No,Risk & Compliance,North America,G3,EMP-04160,Workday,2024-12-31
PERF-EMP-04827-2024,EMP-04827,2024,2024-12-15,Meets Expectations,3,104.5,Meets expectations across all KPIs.,0.094,Yes,Risk & Compliance,North America,G3,EMP-04160,Workday,2024-12-31
PERF-EMP-00171-2022,EMP-00171,2022,2022-12-15,Needs Improvement,2,93.0,"Strong contributor, consistently delivers.",0.086,No,Technology,North America,G5,EMP-00120,Workday,2024-12-31
PERF-EMP-00171-2023,EMP-00171,2023,2023-12-15,Meets Expectations,3,94.9,Development needed in technical skills.,0.08,No,Technology,North America,G5,EMP-00120,Workday,2024-12-31
PERF-EMP-00171-2024,EMP-00171,2024,2024-12-15,Exceeds Expectations,4,60.0,Development needed in technical skills.,0.068,No,Technology,North America,G5,EMP-00120,Workday,2024-12-31
PERF-EMP-01465-2023,EMP-01465,2023,2023-12-15,Exceptional,5,65.8,Meets expectations across all KPIs.,0.07,No,Retail Banking,North America,G4,EMP-00238,Workday,2024-12-31
PERF-EMP-01465-2024,EMP-01465,2024,2024-12-15,Exceeds Expectations,4,94.5,Development needed in technical skills.,0.09,No,Retail Banking,North America,G4,EMP-00238,Workday,2024-12-31
PERF-EMP-06683-2022,EMP-06683,2022,2022-12-15,Exceeds Expectations,4,110.4,Development needed in technical skills.,0.098,No,Credit Risk,North America,G3,EMP-01148,Workday,2024-12-31
PERF-EMP-06683-2023,EMP-06683,2023,2023-12-15,Meets Expectations,3,116.7,"Exceptional year, exceeded all targets.",0.011,No,Credit Risk,North America,G3,EMP-01148,Workday,2024-12-31
PERF-EMP-06683-2024,EMP-06683,2024,2024-12-15,Meets Expectations,3,74.0,Needs to improve stakeholder communication.,0.001,No,Credit Risk,North America,G3,EMP-01148,Workday,2024-12-31
PERF-EMP-01364-2022,EMP-01364,2022,2022-12-15,Needs Improvement,2,91.6,Meets expectations across all KPIs.,0.084,Yes,Investment Banking,North America,G6,EMP-01223,Workday,2024-12-31
PERF-EMP-01364-2023,EMP-01364,2023,2023-12-15,Meets Expectations,3,96.5,Development needed in technical skills.,0.036,No,Investment Banking,North America,G6,EMP-01223,Workday,2024-12-31
PERF-EMP-01364-2024,EMP-01364,2024,2024-12-15,Exceeds Expectations,4,68.7,Meets expectations across all KPIs.,0.075,Yes,Investment Banking,North America,G6,EMP-01223,Workday,2024-12-31
PERF-EMP-02231-2023,EMP-02231,2023,2023-12-15,Exceptional,5,102.3,"Strong contributor, consistently delivers.",0.081,No,Treasury,Asia Pacific,G4,EMP-01415,Workday,2024-12-31
PERF-EMP-02231-2024,EMP-02231,2024,2024-12-15,Meets Expectations,3,80.9,Needs to improve stakeholder communication.,0.089,No,Treasury,Asia Pacific,G4,EMP-01415,Workday,2024-12-31
PERF-EMP-04573-2022,EMP-04573,2022,2022-12-15,Meets Expectations,3,83.0,"Strong contributor, consistently delivers.",0.104,No,Human Resources,Middle East & Africa,G2,EMP-04181,Workday,2024-12-31
PERF-EMP-04573-2024,EMP-04573,2024,2024-12-15,Meets Expectations,3,65.3,Needs to improve stakeholder communication.,0.072,Yes,Human Resources,Middle East & Africa,G2,EMP-04181,Workday,2024-12-31
PERF-EMP-02646-2022,EMP-02646,2022,2022-12-15,Unsatisfactory,1,103.9,"Exceptional year, exceeded all targets.",0.115,No,Legal,North America,G7,EMP-01811,Workday,2024-12-31
PERF-EMP-02646-2024,EMP-02646,2024,2024-12-15,Needs Improvement,2,61.1,"Exceptional year, exceeded all targets.",0.013,No,Legal,North America,G7,EMP-01811,Workday,2024-12-31
PERF-EMP-01472-2022,EMP-01472,2022,2022-12-15,Exceeds Expectations,4,68.8,Meets expectations across all KPIs.,0.053,No,Investment Banking,North America,G2,EMP-00593,Workday,2024-12-31
PERF-EMP-01472-2023,EMP-01472,2023,2023-12-15,Meets Expectations,3,93.3,"Exceptional year, exceeded all targets.",0.115,No,Investment Banking,North America,G2,EMP-00593,Workday,2024-12-31
PERF-EMP-01472-2024,EMP-01472,2024,2024-12-15,Meets Expectations,3,73.4,Development needed in technical skills.,0.08,No,Investment Banking,North America,G2,EMP-00593,Workday,2024-12-31
PERF-EMP-04691-2022,EMP-04691,2022,2022-12-15,Meets Expectations,3,115.7,"Strong contributor, consistently delivers.",0.102,No,Data & Analytics,Middle East & Africa,G6,EMP-00846,Workday,2024-12-31
PERF-EMP-04691-2023,EMP-04691,2023,2023-12-15,Meets Expectations,3,85.9,Needs to improve stakeholder communication.,0.086,Yes,Data & Analytics,Middle East & Africa,G6,EMP-00846,Workday,2024-12-31
PERF-EMP-04691-2024,EMP-04691,2024,2024-12-15,Meets Expectations,3,62.5,"Exceptional year, exceeded all targets.",0.103,No,Data & Analytics,Middle East & Africa,G6,EMP-00846,Workday,2024-12-31
PERF-EMP-06033-2022,EMP-06033,2022,2022-12-15,Meets Expectations,3,76.0,"Exceptional year, exceeded all targets.",0.047,No,Finance,Asia Pacific,G1,EMP-01441,Workday,2024-12-31
PERF-EMP-06033-2023,EMP-06033,2023,2023-12-15,Exceeds Expectations,4,76.7,Development needed in technical skills.,0.092,No,Finance,Asia Pacific,G1,EMP-01441,Workday,2024-12-31
PERF-EMP-06033-2024,EMP-06033,2024,2024-12-15,Exceeds Expectations,4,66.7,Meets expectations across all KPIs.,0.115,No,Finance,Asia Pacific,G1,EMP-01441,Workday,2024-12-31
PERF-EMP-00049-2022,EMP-00049,2022,2022-12-15,Exceptional,5,91.4,Development needed in technical skills.,0.03,No,Human Resources,Asia Pacific,G7,EMP-00031,Workday,2024-12-31
PERF-EMP-00049-2023,EMP-00049,2023,2023-12-15,Meets Expectations,3,72.3,Needs to improve stakeholder communication.,0.088,No,Human Resources,Asia Pacific,G7,EMP-00031,Workday,2024-12-31
PERF-EMP-00049-2024,EMP-00049,2024,2024-12-15,Exceeds Expectations,4,79.6,"Strong contributor, consistently delivers.",0.051,Yes,Human Resources,Asia Pacific,G7,EMP-00031,Workday,2024-12-31
PERF-EMP-02064-2022,EMP-02064,2022,2022-12-15,Meets Expectations,3,76.5,Meets expectations across all KPIs.,0.104,No,Credit Risk,Latin America,G1,EMP-00419,Workday,2024-12-31
PERF-EMP-02064-2023,EMP-02064,2023,2023-12-15,Meets Expectations,3,90.9,Development needed in technical skills.,0.09,No,Credit Risk,Latin America,G1,EMP-00419,Workday,2024-12-31
PERF-EMP-02064-2024,EMP-02064,2024,2024-12-15,Exceptional,5,119.2,"Exceptional year, exceeded all targets.",0.082,No,Credit Risk,Latin America,G1,EMP-00419,Workday,2024-12-31
PERF-EMP-00186-2022,EMP-00186,2022,2022-12-15,Meets Expectations,3,117.3,Meets expectations across all KPIs.,0.007,No,Retail Banking,North America,G5,EMP-00057,Workday,2024-12-31
PERF-EMP-00186-2023,EMP-00186,2023,2023-12-15,Meets Expectations,3,62.3,Development needed in technical skills.,0.092,No,Retail Banking,North America,G5,EMP-00057,Workday,2024-12-31
PERF-EMP-00186-2024,EMP-00186,2024,2024-12-15,Exceeds Expectations,4,75.0,Needs to improve stakeholder communication.,0.028,No,Retail Banking,North America,G5,EMP-00057,Workday,2024-12-31
PERF-EMP-09162-2022,EMP-09162,2022,2022-12-15,Meets Expectations,3,110.7,"Exceptional year, exceeded all targets.",0.007,No,Human Resources,Europe,G5,EMP-04604,Workday,2024-12-31
PERF-EMP-04259-2022,EMP-04259,2022,2022-12-15,Exceeds Expectations,4,100.3,Meets expectations across all KPIs.,0.021,No,Corporate Strategy,Europe,G6,EMP-02591,Workday,2024-12-31
PERF-EMP-04259-2023,EMP-04259,2023,2023-12-15,Needs Improvement,2,117.9,Needs to improve stakeholder communication.,0.113,No,Corporate Strategy,Europe,G6,EMP-02591,Workday,2024-12-31
PERF-EMP-03224-2022,EMP-03224,2022,2022-12-15,Exceeds Expectations,4,110.6,"Exceptional year, exceeded all targets.",0.104,No,Legal,Middle East & Africa,G4,EMP-02588,Workday,2024-12-31
PERF-EMP-03224-2023,EMP-03224,2023,2023-12-15,Exceeds Expectations,4,67.1,Development needed in technical skills.,0.07,No,Legal,Middle East & Africa,G4,EMP-02588,Workday,2024-12-31
PERF-EMP-03224-2024,EMP-03224,2024,2024-12-15,Exceeds Expectations,4,62.2,Development needed in technical skills.,0.029,No,Legal,Middle East & Africa,G4,EMP-02588,Workday,2024-12-31
PERF-EMP-03336-2022,EMP-03336,2022,2022-12-15,Unsatisfactory,1,117.5,Development needed in technical skills.,0.095,No,Legal,Latin America,G8,EMP-00702,Workday,2024-12-31
PERF-EMP-03336-2023,EMP-03336,2023,2023-12-15,Meets Expectations,3,112.1,Development needed in technical skills.,0.041,No,Legal,Latin America,G8,EMP-00702,Workday,2024-12-31
PERF-EMP-03336-2024,EMP-03336,2024,2024-12-15,Exceeds Expectations,4,66.9,"Exceptional year, exceeded all targets.",0.003,No,Legal,Latin America,G8,EMP-00702,Workday,2024-12-31
PERF-EMP-05369-2022,EMP-05369,2022,2022-12-15,Exceeds Expectations,4,76.6,Needs to improve stakeholder communication.,0.006,Yes,Finance,Europe,G4,EMP-01875,Workday,2024-12-31
PERF-EMP-05369-2023,EMP-05369,2023,2023-12-15,Exceptional,5,77.1,Development needed in technical skills.,0.058,No,Finance,Europe,G4,EMP-01875,Workday,2024-12-31
PERF-EMP-03559-2022,EMP-03559,2022,2022-12-15,Meets Expectations,3,97.2,Development needed in technical skills.,0.062,No,Legal,Europe,G3,EMP-01648,Workday,2024-12-31
PERF-EMP-03559-2023,EMP-03559,2023,2023-12-15,Exceptional,5,63.1,"Exceptional year, exceeded all targets.",0.084,No,Legal,Europe,G3,EMP-01648,Workday,2024-12-31
PERF-EMP-03559-2024,EMP-03559,2024,2024-12-15,Exceptional,5,93.9,Development needed in technical skills.,0.067,No,Legal,Europe,G3,EMP-01648,Workday,2024-12-31
PERF-EMP-06726-2022,EMP-06726,2022,2022-12-15,Exceeds Expectations,4,100.2,"Exceptional year, exceeded all targets.",0.027,No,Marketing,Europe,G2,EMP-01332,Workday,2024-12-31
PERF-EMP-06726-2024,EMP-06726,2024,2024-12-15,Meets Expectations,3,106.3,Needs to improve stakeholder communication.,0.101,No,Marketing,Europe,G2,EMP-01332,Workday,2024-12-31
PERF-EMP-01800-2022,EMP-01800,2022,2022-12-15,Meets Expectations,3,71.6,"Strong contributor, consistently delivers.",0.057,No,Risk & Compliance,Asia Pacific,G3,EMP-00623,Workday,2024-12-31
PERF-EMP-01800-2023,EMP-01800,2023,2023-12-15,Needs Improvement,2,80.6,Needs to improve stakeholder communication.,0.101,Yes,Risk & Compliance,Asia Pacific,G3,EMP-00623,Workday,2024-12-31
PERF-EMP-01800-2024,EMP-01800,2024,2024-12-15,Meets Expectations,3,77.5,"Exceptional year, exceeded all targets.",0.045,No,Risk & Compliance,Asia Pacific,G3,EMP-00623,Workday,2024-12-31
PERF-EMP-01524-2022,EMP-01524,2022,2022-12-15,Meets Expectations,3,74.5,"Strong contributor, consistently delivers.",0.011,No,Wealth Management,Asia Pacific,G2,EMP-00007,Workday,2024-12-31
PERF-EMP-01524-2023,EMP-01524,2023,2023-12-15,Meets Expectations,3,97.6,"Exceptional year, exceeded all targets.",0.068,No,Wealth Management,Asia Pacific,G2,EMP-00007,Workday,2024-12-31
PERF-EMP-01524-2024,EMP-01524,2024,2024-12-15,Meets Expectations,3,112.2,"Strong contributor, consistently delivers.",0.019,Yes,Wealth Management,Asia Pacific,G2,EMP-00007,Workday,2024-12-31
PERF-EMP-03809-2022,EMP-03809,2022,2022-12-15,Exceeds Expectations,4,95.6,"Strong contributor, consistently delivers.",0.05,No,Credit Risk,North America,G2,EMP-02023,Workday,2024-12-31
PERF-EMP-03809-2023,EMP-03809,2023,2023-12-15,Meets Expectations,3,65.6,"Strong contributor, consistently delivers.",0.102,No,Credit Risk,North America,G2,EMP-02023,Workday,2024-12-31
PERF-EMP-03809-2024,EMP-03809,2024,2024-12-15,Exceeds Expectations,4,75.0,"Exceptional year, exceeded all targets.",0.01,No,Credit Risk,North America,G2,EMP-02023,Workday,2024-12-31
PERF-EMP-06417-2022,EMP-06417,2022,2022-12-15,Exceptional,5,84.1,"Exceptional year, exceeded all targets.",0.055,No,Credit Risk,Middle East & Africa,G3,EMP-01310,Workday,2024-12-31
PERF-EMP-06417-2024,EMP-06417,2024,2024-12-15,Meets Expectations,3,113.9,Meets expectations across all KPIs.,0.03,No,Credit Risk,Middle East & Africa,G3,EMP-01310,Workday,2024-12-31
PERF-EMP-07260-2023,EMP-07260,2023,2023-12-15,Meets Expectations,3,62.0,"Exceptional year, exceeded all targets.",0.014,No,Technology,North America,G1,EMP-02714,Workday,2024-12-31
PERF-EMP-07260-2024,EMP-07260,2024,2024-12-15,Meets Expectations,3,81.2,Development needed in technical skills.,0.067,No,Technology,North America,G1,EMP-02714,Workday,2024-12-31
PERF-EMP-04927-2022,EMP-04927,2022,2022-12-15,Meets Expectations,3,110.5,Needs to improve stakeholder communication.,0.041,No,Retail Banking,Europe,G5,EMP-04563,Workday,2024-12-31
PERF-EMP-04927-2023,EMP-04927,2023,2023-12-15,Exceptional,5,94.7,"Strong contributor, consistently delivers.",0.023,No,Retail Banking,Europe,G5,EMP-04563,Workday,2024-12-31
PERF-EMP-04927-2024,EMP-04927,2024,2024-12-15,Meets Expectations,3,97.9,Development needed in technical skills.,0.006,No,Retail Banking,Europe,G5,EMP-04563,Workday,2024-12-31
PERF-EMP-08603-2023,EMP-08603,2023,2023-12-15,Meets Expectations,3,70.5,Meets expectations across all KPIs.,0.109,No,Investment Banking,Europe,G4,EMP-00461,Workday,2024-12-31
PERF-EMP-08603-2024,EMP-08603,2024,2024-12-15,Exceeds Expectations,4,90.6,Needs to improve stakeholder communication.,0.111,No,Investment Banking,Europe,G4,EMP-00461,Workday,2024-12-31
PERF-EMP-07908-2022,EMP-07908,2022,2022-12-15,Exceeds Expectations,4,102.8,Meets expectations across all KPIs.,0.07,No,Credit Risk,Europe,G7,EMP-00561,Workday,2024-12-31
PERF-EMP-07908-2023,EMP-07908,2023,2023-12-15,Unsatisfactory,1,93.9,Needs to improve stakeholder communication.,0.021,Yes,Credit Risk,Europe,G7,EMP-00561,Workday,2024-12-31
PERF-EMP-07908-2024,EMP-07908,2024,2024-12-15,Meets Expectations,3,93.5,"Exceptional year, exceeded all targets.",0.084,No,Credit Risk,Europe,G7,EMP-00561,Workday,2024-12-31
PERF-EMP-07421-2022,EMP-07421,2022,2022-12-15,Exceeds Expectations,4,87.1,"Exceptional year, exceeded all targets.",0.039,No,Wealth Management,North America,G1,EMP-02390,Workday,2024-12-31
PERF-EMP-07421-2023,EMP-07421,2023,2023-12-15,Exceptional,5,97.8,Meets expectations across all KPIs.,0.072,No,Wealth Management,North America,G1,EMP-02390,Workday,2024-12-31
PERF-EMP-07421-2024,EMP-07421,2024,2024-12-15,Unsatisfactory,1,84.8,"Strong contributor, consistently delivers.",0.031,No,Wealth Management,North America,G1,EMP-02390,Workday,2024-12-31
PERF-EMP-01189-2022,EMP-01189,2022,2022-12-15,Meets Expectations,3,97.4,Meets expectations across all KPIs.,0.036,Yes,Operations,North America,G9,EMP-00836,Workday,2024-12-31
PERF-EMP-00176-2022,EMP-00176,2022,2022-12-15,Unsatisfactory,1,63.7,"Exceptional year, exceeded all targets.",0.029,No,Wealth Management,Europe,G1,EMP-00156,Workday,2024-12-31
PERF-EMP-00176-2023,EMP-00176,2023,2023-12-15,Exceeds Expectations,4,66.3,Development needed in technical skills.,0.114,No,Wealth Management,Europe,G1,EMP-00156,Workday,2024-12-31
PERF-EMP-00176-2024,EMP-00176,2024,2024-12-15,Exceptional,5,66.5,"Strong contributor, consistently delivers.",0.107,No,Wealth Management,Europe,G1,EMP-00156,Workday,2024-12-31
PERF-EMP-01239-2022,EMP-01239,2022,2022-12-15,Unsatisfactory,1,94.8,"Strong contributor, consistently delivers.",0.003,No,Operations,North America,G4,EMP-01078,Workday,2024-12-31
PERF-EMP-01239-2023,EMP-01239,2023,2023-12-15,Meets Expectations,3,60.8,Development needed in technical skills.,0.062,No,Operations,North America,G4,EMP-01078,Workday,2024-12-31
PERF-EMP-01239-2024,EMP-01239,2024,2024-12-15,Meets Expectations,3,72.7,"Strong contributor, consistently delivers.",0.034,No,Operations,North America,G4,EMP-01078,Workday,2024-12-31
PERF-EMP-08687-2023,EMP-08687,2023,2023-12-15,Exceeds Expectations,4,110.6,"Exceptional year, exceeded all targets.",0.087,No,Corporate Strategy,North America,G6,EMP-01507,Workday,2024-12-31
PERF-EMP-08687-2024,EMP-08687,2024,2024-12-15,Exceeds Expectations,4,85.4,"Exceptional year, exceeded all targets.",0.114,Yes,Corporate Strategy,North America,G6,EMP-01507,Workday,2024-12-31
PERF-EMP-08722-2022,EMP-08722,2022,2022-12-15,Exceptional,5,66.4,Meets expectations across all KPIs.,0.035,Yes,Retail Banking,North America,G8,EMP-04053,Workday,2024-12-31
PERF-EMP-08722-2023,EMP-08722,2023,2023-12-15,Meets Expectations,3,114.5,"Exceptional year, exceeded all targets.",0.092,No,Retail Banking,North America,G8,EMP-04053,Workday,2024-12-31
PERF-EMP-08722-2024,EMP-08722,2024,2024-12-15,Exceeds Expectations,4,107.5,"Strong contributor, consistently delivers.",0.119,Yes,Retail Banking,North America,G8,EMP-04053,Workday,2024-12-31
PERF-EMP-03110-2022,EMP-03110,2022,2022-12-15,Meets Expectations,3,100.6,"Exceptional year, exceeded all targets.",0.057,No,Wealth Management,Europe,G6,EMP-00214,Workday,2024-12-31
PERF-EMP-03110-2023,EMP-03110,2023,2023-12-15,Exceeds Expectations,4,82.5,Meets expectations across all KPIs.,0.076,No,Wealth Management,Europe,G6,EMP-00214,Workday,2024-12-31
PERF-EMP-09808-2022,EMP-09808,2022,2022-12-15,Meets Expectations,3,99.2,"Exceptional year, exceeded all targets.",0.102,No,Risk & Compliance,North America,G6,EMP-08309,Workday,2024-12-31
PERF-EMP-09808-2023,EMP-09808,2023,2023-12-15,Exceeds Expectations,4,109.9,"Exceptional year, exceeded all targets.",0.001,No,Risk & Compliance,North America,G6,EMP-08309,Workday,2024-12-31
PERF-EMP-09808-2024,EMP-09808,2024,2024-12-15,Meets Expectations,3,68.5,Development needed in technical skills.,0.006,No,Risk & Compliance,North America,G6,EMP-08309,Workday,2024-12-31
PERF-EMP-04675-2022,EMP-04675,2022,2022-12-15,Exceeds Expectations,4,79.0,Development needed in technical skills.,0.0,No,Data & Analytics,Asia Pacific,G4,EMP-01964,Workday,2024-12-31
PERF-EMP-04675-2023,EMP-04675,2023,2023-12-15,Meets Expectations,3,67.6,"Exceptional year, exceeded all targets.",0.02,No,Data & Analytics,Asia Pacific,G4,EMP-01964,Workday,2024-12-31
PERF-EMP-04675-2024,EMP-04675,2024,2024-12-15,Meets Expectations,3,88.5,"Exceptional year, exceeded all targets.",0.044,No,Data & Analytics,Asia Pacific,G4,EMP-01964,Workday,2024-12-31
PERF-EMP-08044-2022,EMP-08044,2022,2022-12-15,Exceptional,5,73.1,Development needed in technical skills.,0.025,No,Investment Banking,North America,G9,EMP-03965,Workday,2024-12-31
PERF-EMP-08044-2023,EMP-08044,2023,2023-12-15,Meets Expectations,3,64.6,"Exceptional year, exceeded all targets.",0.056,No,Investment Banking,North America,G9,EMP-03965,Workday,2024-12-31
PERF-EMP-08044-2024,EMP-08044,2024,2024-12-15,Exceeds Expectations,4,89.5,Needs to improve stakeholder communication.,0.083,No,Investment Banking,North America,G9,EMP-03965,Workday,2024-12-31
PERF-EMP-09532-2022,EMP-09532,2022,2022-12-15,Meets Expectations,3,89.8,"Exceptional year, exceeded all targets.",0.014,No,Internal Audit,Asia Pacific,G2,EMP-01983,Workday,2024-12-31
PERF-EMP-09532-2023,EMP-09532,2023,2023-12-15,Exceptional,5,66.7,"Strong contributor, consistently delivers.",0.114,No,Internal Audit,Asia Pacific,G2,EMP-01983,Workday,2024-12-31
PERF-EMP-09532-2024,EMP-09532,2024,2024-12-15,Meets Expectations,3,109.9,Development needed in technical skills.,0.093,No,Internal Audit,Asia Pacific,G2,EMP-01983,Workday,2024-12-31
PERF-EMP-04847-2022,EMP-04847,2022,2022-12-15,Needs Improvement,2,66.3,Meets expectations across all KPIs.,0.11,No,Corporate Strategy,Asia Pacific,G1,EMP-01839,Workday,2024-12-31
PERF-EMP-04847-2023,EMP-04847,2023,2023-12-15,Needs Improvement,2,100.4,Development needed in technical skills.,0.034,Yes,Corporate Strategy,Asia Pacific,G1,EMP-01839,Workday,2024-12-31
PERF-EMP-04847-2024,EMP-04847,2024,2024-12-15,Exceeds Expectations,4,83.4,Needs to improve stakeholder communication.,0.012,No,Corporate Strategy,Asia Pacific,G1,EMP-01839,Workday,2024-12-31
PERF-EMP-03048-2022,EMP-03048,2022,2022-12-15,Meets Expectations,3,65.6,Needs to improve stakeholder communication.,0.033,No,Operations,North America,G3,EMP-00295,Workday,2024-12-31
PERF-EMP-03048-2023,EMP-03048,2023,2023-12-15,Meets Expectations,3,74.1,"Strong contributor, consistently delivers.",0.063,No,Operations,North America,G3,EMP-00295,Workday,2024-12-31
PERF-EMP-03048-2024,EMP-03048,2024,2024-12-15,Needs Improvement,2,115.0,Meets expectations across all KPIs.,0.045,Yes,Operations,North America,G3,EMP-00295,Workday,2024-12-31
PERF-EMP-09749-2022,EMP-09749,2022,2022-12-15,Meets Expectations,3,103.4,Development needed in technical skills.,0.037,No,Operations,Asia Pacific,G5,EMP-00102,Workday,2024-12-31
PERF-EMP-09749-2023,EMP-09749,2023,2023-12-15,Meets Expectations,3,68.7,Needs to improve stakeholder communication.,0.052,No,Operations,Asia Pacific,G5,EMP-00102,Workday,2024-12-31
PERF-EMP-09749-2024,EMP-09749,2024,2024-12-15,Meets Expectations,3,115.2,Needs to improve stakeholder communication.,0.049,No,Operations,Asia Pacific,G5,EMP-00102,Workday,2024-12-31
PERF-EMP-03609-2022,EMP-03609,2022,2022-12-15,Meets Expectations,3,73.1,Development needed in technical skills.,0.044,No,Credit Risk,Latin America,G5,EMP-03263,Workday,2024-12-31
PERF-EMP-03609-2023,EMP-03609,2023,2023-12-15,Needs Improvement,2,60.1,"Exceptional year, exceeded all targets.",0.075,No,Credit Risk,Latin America,G5,EMP-03263,Workday,2024-12-31
PERF-EMP-03609-2024,EMP-03609,2024,2024-12-15,Meets Expectations,3,62.7,"Strong contributor, consistently delivers.",0.097,No,Credit Risk,Latin America,G5,EMP-03263,Workday,2024-12-31
PERF-EMP-04967-2022,EMP-04967,2022,2022-12-15,Exceeds Expectations,4,92.7,"Exceptional year, exceeded all targets.",0.065,No,Investment Banking,North America,G1,EMP-02367,Workday,2024-12-31
PERF-EMP-04967-2023,EMP-04967,2023,2023-12-15,Needs Improvement,2,90.5,Development needed in technical skills.,0.024,No,Investment Banking,North America,G1,EMP-02367,Workday,2024-12-31
PERF-EMP-04967-2024,EMP-04967,2024,2024-12-15,Meets Expectations,3,73.1,Meets expectations across all KPIs.,0.09,No,Investment Banking,North America,G1,EMP-02367,Workday,2024-12-31
PERF-EMP-00087-2022,EMP-00087,2022,2022-12-15,Meets Expectations,3,74.6,Development needed in technical skills.,0.058,No,Investment Banking,North America,G5,EMP-00069,Workday,2024-12-31
PERF-EMP-00087-2023,EMP-00087,2023,2023-12-15,Meets Expectations,3,110.1,Meets expectations across all KPIs.,0.06,No,Investment Banking,North America,G5,EMP-00069,Workday,2024-12-31
PERF-EMP-00087-2024,EMP-00087,2024,2024-12-15,Needs Improvement,2,69.7,"Strong contributor, consistently delivers.",0.052,No,Investment Banking,North America,G5,EMP-00069,Workday,2024-12-31
PERF-EMP-01533-2023,EMP-01533,2023,2023-12-15,Exceptional,5,95.4,Development needed in technical skills.,0.093,No,Finance,Asia Pacific,G8,EMP-00715,Workday,2024-12-31
PERF-EMP-01533-2024,EMP-01533,2024,2024-12-15,Exceptional,5,90.8,Development needed in technical skills.,0.094,Yes,Finance,Asia Pacific,G8,EMP-00715,Workday,2024-12-31
PERF-EMP-07541-2022,EMP-07541,2022,2022-12-15,Exceeds Expectations,4,69.2,"Exceptional year, exceeded all targets.",0.066,No,Risk & Compliance,Latin America,G5,EMP-06993,Workday,2024-12-31
PERF-EMP-07541-2024,EMP-07541,2024,2024-12-15,Exceeds Expectations,4,94.7,"Exceptional year, exceeded all targets.",0.059,No,Risk & Compliance,Latin America,G5,EMP-06993,Workday,2024-12-31
PERF-EMP-01164-2022,EMP-01164,2022,2022-12-15,Exceptional,5,61.9,"Exceptional year, exceeded all targets.",0.009,No,Technology,North America,G1,EMP-00614,Workday,2024-12-31
PERF-EMP-07969-2022,EMP-07969,2022,2022-12-15,Needs Improvement,2,85.9,Development needed in technical skills.,0.048,No,Legal,Europe,G3,EMP-05686,Workday,2024-12-31
PERF-EMP-07969-2023,EMP-07969,2023,2023-12-15,Meets Expectations,3,113.1,"Exceptional year, exceeded all targets.",0.061,No,Legal,Europe,G3,EMP-05686,Workday,2024-12-31
PERF-EMP-07969-2024,EMP-07969,2024,2024-12-15,Exceptional,5,108.8,Meets expectations across all KPIs.,0.041,No,Legal,Europe,G3,EMP-05686,Workday,2024-12-31
PERF-EMP-02776-2022,EMP-02776,2022,2022-12-15,Exceeds Expectations,4,60.6,Needs to improve stakeholder communication.,0.006,No,Internal Audit,Asia Pacific,G1,EMP-00145,Workday,2024-12-31
PERF-EMP-02776-2023,EMP-02776,2023,2023-12-15,Meets Expectations,3,67.9,"Exceptional year, exceeded all targets.",0.038,No,Internal Audit,Asia Pacific,G1,EMP-00145,Workday,2024-12-31
PERF-EMP-02776-2024,EMP-02776,2024,2024-12-15,Meets Expectations,3,93.3,Development needed in technical skills.,0.105,Yes,Internal Audit,Asia Pacific,G1,EMP-00145,Workday,2024-12-31
PERF-EMP-00762-2023,EMP-00762,2023,2023-12-15,Meets Expectations,3,102.1,"Strong contributor, consistently delivers.",0.086,No,Corporate Strategy,North America,G7,EMP-00034,Workday,2024-12-31
